,Team,Attribute,Median,Mean,Std
405,Ipswich Town,1/3_x,6.5,8.0625,8.25
406,Bournemouth,1/3_x,9.0,12.333333333333334,11.157956802210697
407,Manchester Utd,1/3_x,6.5,10.0,13.167559203763444
408,Aston Villa,1/3_x,11.5,12.142857142857142,9.08809147144804
409,Tottenham,1/3_x,6.0,10.181818181818182,14.647990864403091
410,Everton,1/3_x,6.0,7.142857142857143,5.0142653642240695
411,Chelsea,1/3_x,14.0,20.307692307692307,20.4506911675564
412,Crystal Palace,1/3_x,9.0,9.555555555555555,5.592653911854173
413,Brentford,1/3_x,3.0,9.714285714285714,13.536546651125434
414,Arsenal,1/3_x,24.0,25.22222222222222,16.588985636392735
415,Newcastle Utd,1/3_x,6.0,8.4,9.203863922891903
416,Liverpool,1/3_x,18.0,19.428571428571427,11.443442705426586
417,Wolves,1/3_x,10.0,14.545454545454545,14.208192259141457
418,Nott'ham Forest,1/3_x,8.0,13.5,17.852793121027933
419,Fulham,1/3_x,10.0,14.25,15.011900041538475
420,all,PPA,2.0,3.7037037037037037,4.337525302941832
421,West Ham,PPA,4.0,4.7272727272727275,4.027180380636286
422,Manchester City,PPA,1.5,5.5,8.168367169895232
423,Leicester City,PPA,1.0,2.3636363636363638,2.656039430156385
424,Southampton,PPA,1.5,2.2142857142857144,2.722514997587325
425,Brighton,PPA,5.0,4.733333333333333,3.6929791819200988
426,Ipswich Town,PPA,2.5,3.0625,3.04343555870664
427,Bournemouth,PPA,4.0,4.333333333333333,4.7169905660283025
428,Manchester Utd,PPA,1.5,3.2857142857142856,4.427685129319339
429,Aston Villa,PPA,2.0,4.571428571428571,5.373929742666988
430,Tottenham,PPA,2.0,4.363636363636363,4.965334374898176
431,Everton,PPA,0.0,0.8571428571428571,1.4638501094227998
432,Chelsea,PPA,2.0,2.769230769230769,2.521700687824461
433,Crystal Palace,PPA,2.0,2.111111111111111,1.3642254619787417
434,Brentford,PPA,1.0,3.4285714285714284,6.241184258807054
435,Arsenal,PPA,9.0,8.11111111111111,2.891558595482912
436,Newcastle Utd,PPA,1.0,1.6,2.547329756605707
437,Liverpool,PPA,1.0,2.5714285714285716,3.2071349029490928
438,Wolves,PPA,3.0,5.454545454545454,6.593385114850132
439,Nott'ham Forest,PPA,2.0,3.1,3.573047252229764
440,Fulham,PPA,3.0,4.5,4.7207747548166585
441,all,CrsPA,0.0,0.9675925925925926,1.5800693952204494
442,West Ham,CrsPA,1.0,1.8181818181818181,2.2279219832921355
443,Manchester City,CrsPA,0.0,0.9,1.6633299933166201
444,Leicester City,CrsPA,0.0,0.5454545454545454,0.8201995322647243
445,Southampton,CrsPA,0.0,1.1428571428571428,1.7032612545052805
446,Brighton,CrsPA,1.0,1.5333333333333334,1.7674302033770737
447,Ipswich Town,CrsPA,0.0,0.875,1.7841898254763513
448,Bournemouth,CrsPA,0.0,1.0,1.7320508075688772
449,Manchester Utd,CrsPA,0.5,1.2142857142857142,2.118728625617492
450,Aston Villa,CrsPA,0.0,1.2857142857142858,2.462911704859528
451,Tottenham,CrsPA,1.0,1.2727272727272727,1.348399724926484
452,Everton,CrsPA,0.0,0.42857142857142855,0.7867957924694431
453,Chelsea,CrsPA,0.0,0.23076923076923078,0.4385290096535146
454,Crystal Palace,CrsPA,0.0,0.2222222222222222,0.44095855184409843
455,Brentford,CrsPA,0.0,0.5714285714285714,0.7867957924694431
456,Arsenal,CrsPA,1.0,1.5555555555555556,1.810463415200036
457,Newcastle Utd,CrsPA,0.0,0.1,0.31622776601683794
458,Liverpool,CrsPA,0.0,0.5714285714285714,1.1338934190276817
459,Wolves,CrsPA,1.0,1.4545454545454546,1.694912172570388
460,Nott'ham Forest,CrsPA,0.0,0.9,1.286683937707919
461,Fulham,CrsPA,0.5,0.875,1.1259916264596033
462,all,PrgP_y,12.0,16.291666666666668,14.999321690089545
463,West Ham,PrgP_y,18.0,16.727272727272727,13.535811088301351
464,Manchester City,PrgP_y,27.0,31.3,20.709901013766338
465,Leicester City,PrgP_y,10.0,11.454545454545455,9.832229008354478
466,Southampton,PrgP_y,8.0,10.357142857142858,9.880883975225503
467,Brighton,PrgP_y,15.0,19.266666666666666,15.631774721776827
468,Ipswich Town,PrgP_y,8.0,10.9375,10.704944340506088
469,Bournemouth,PrgP_y,14.0,15.333333333333334,14.89127261183543
470,Manchester Utd,PrgP_y,7.0,12.0,12.907958189248392
471,Aston Villa,PrgP_y,14.5,17.0,12.691608372342847
472,Tottenham,PrgP_y,12.0,14.545454545454545,15.1219286889182
473,Everton,PrgP_y,8.0,7.285714285714286,5.0568200058365305
474,Chelsea,PrgP_y,16.0,17.53846153846154,14.350466802020673
475,Crystal Palace,PrgP_y,7.0,9.11111111111111,6.353039517515306
476,Brentford,PrgP_y,11.0,14.285714285714286,19.076287948779814
477,Arsenal,PrgP_y,35.0,32.44444444444444,14.379769740081993
478,Newcastle Utd,PrgP_y,6.5,11.9,14.114216631152829
479,Liverpool,PrgP_y,25.0,24.857142857142858,22.04108717394684
480,Wolves,PrgP_y,12.0,18.363636363636363,16.72885368023002
481,Nott'ham Forest,PrgP_y,12.5,15.2,14.101221381300432
482,Fulham,PrgP_y,20.5,22.875,18.73451741724731
483,all,SCA,8.0,10.38888888888889,10.120973694617124
484,West Ham,SCA,12.0,14.454545454545455,9.416619737078019
485,Manchester City,SCA,10.0,14.8,14.634813896246778
486,Leicester City,SCA,6.0,7.454545454545454,6.728501116350303
487,Southampton,SCA,4.0,5.642857142857143,5.062792523091197
488,Brighton,SCA,13.0,15.333333333333334,11.443442705426586
489,Ipswich Town,SCA,6.0,8.625,7.710382610480495
490,Bournemouth,SCA,9.0,12.555555555555555,11.980307916651299
491,Manchester Utd,SCA,5.0,10.0,12.58203847982084
492,Aston Villa,SCA,7.0,12.714285714285714,13.803168930628665
493,Tottenham,SCA,8.0,7.545454545454546,6.346079677464448
494,Everton,SCA,6.0,4.714285714285714,3.728908942943218
495,Chelsea,SCA,6.0,9.307692307692308,9.366470478828683
496,Crystal Palace,SCA,3.0,6.777777777777778,8.166666666666666
497,Brentford,SCA,4.0,8.714285714285714,12.893335303097304
498,Arsenal,SCA,15.0,14.11111111111111,5.035981643246043
499,Newcastle Utd,SCA,3.0,7.9,12.377847596052844
500,Liverpool,SCA,5.0,9.142857142857142,8.071112509614592
501,Wolves,SCA,9.0,11.818181818181818,8.874887963441362
502,Nott'ham Forest,SCA,8.0,10.7,9.730250653389037
503,Fulham,SCA,14.0,13.875,13.22808160154536
504,all,SCA90,1.745,2.017037037037037,1.5916466589648506
505,West Ham,SCA90,2.58,2.8300000000000005,1.5443509963735573
506,Manchester City,SCA90,1.445,1.877,1.6263391063640107
507,Leicester City,SCA90,1.39,1.2036363636363638,1.0031776784525535
508,Southampton,SCA90,1.04,1.1585714285714288,0.8251886231258062
509,Brighton,SCA90,3.03,2.8273333333333337,1.291269954439464
510,Ipswich Town,SCA90,1.335,1.588125,1.4153408011264754
511,Bournemouth,SCA90,2.35,2.8322222222222226,2.5926279031986916
512,Manchester Utd,SCA90,2.25,2.4421428571428576,1.4923351787431285
513,Aston Villa,SCA90,1.77,2.059285714285714,1.4570331514401462
514,Tottenham,SCA90,1.31,1.5918181818181816,1.4809106534954646
515,Everton,SCA90,1.59,2.3414285714285716,3.0431914638606434
516,Chelsea,SCA90,1.65,2.009230769230769,1.644827557012495
517,Crystal Palace,SCA90,1.79,1.897777777777778,1.786272500052678
518,Brentford,SCA90,1.97,2.05,1.3626689497697768
519,Arsenal,SCA90,2.42,2.3233333333333337,1.1316249378658991
520,Newcastle Utd,SCA90,1.33,1.64,1.5331159266162635
521,Liverpool,SCA90,1.58,2.0799999999999996,1.8176174881787788
522,Wolves,SCA90,1.64,1.678181818181818,1.1377857283497466
523,Nott'ham Forest,SCA90,1.905,1.8330000000000002,1.4653179404711685
524,Fulham,SCA90,2.42,2.485,2.048086214703166
525,all,GCA,0.0,1.037037037037037,1.446252098876817
526,West Ham,GCA,1.0,1.0,1.2649110640673518
527,Manchester City,GCA,1.0,1.1,1.1005049346146119
528,Leicester City,GCA,0.0,0.8181818181818182,1.2504544628399563
529,Southampton,GCA,0.0,0.42857142857142855,0.646206172658864
530,Brighton,GCA,3.0,2.2666666666666666,2.0165977949672227
531,Ipswich Town,GCA,0.0,0.75,1.0645812948447542
532,Bournemouth,GCA,1.0,1.0,1.118033988749895
533,Manchester Utd,GCA,0.0,0.5714285714285714,1.603567451474546
534,Aston Villa,GCA,0.5,1.2142857142857142,1.9681530361296533
535,Tottenham,GCA,1.0,1.0,1.0954451150103321
536,Everton,GCA,0.0,0.2857142857142857,0.48795003647426655
537,Chelsea,GCA,0.0,0.9230769230769231,1.3204505835470495
538,Crystal Palace,GCA,0.0,0.5555555555555556,1.1303883305208782
539,Brentford,GCA,1.0,1.0,1.4142135623730951
540,Arsenal,GCA,2.0,1.6666666666666667,1.4999999999999998
541,Newcastle Utd,GCA,0.0,0.7,1.3374935098492586
542,Liverpool,GCA,1.0,1.1428571428571428,0.8997354108424372
543,Wolves,GCA,1.0,1.8181818181818181,2.442055765873573
544,Nott'ham Forest,GCA,0.5,0.9,1.100504934614612
545,Fulham,GCA,1.0,1.375,1.5059406173077154
546,all,GCA90,0.0,0.17805555555555552,0.2431210181316382
547,West Ham,GCA90,0.1,0.15363636363636365,0.21270978949135025
548,Manchester City,GCA90,0.16999999999999998,0.174,0.1718009183780912
549,Leicester City,GCA90,0.0,0.1190909090909091,0.18157392684273507
550,Southampton,GCA90,0.0,0.10357142857142856,0.17757369620081007
551,Brighton,GCA90,0.44,0.37866666666666665,0.328304446396648
552,Ipswich Town,GCA90,0.0,0.121875,0.18078417150477155
553,Bournemouth,GCA90,0.2,0.20444444444444443,0.2580266997381817
554,Manchester Utd,GCA90,0.0,0.055714285714285716,0.14643004555677178
555,Aston Villa,GCA90,0.045,0.19071428571428575,0.2561088796620653
556,Tottenham,GCA90,0.17,0.2218181818181818,0.30337495551934346
557,Everton,GCA90,0.0,0.08857142857142856,0.17430132638896464
558,Chelsea,GCA90,0.0,0.21153846153846156,0.3006616634980854
559,Crystal Palace,GCA90,0.0,0.08888888888888889,0.20275875100994065
560,Brentford,GCA90,0.2,0.26285714285714284,0.2947719053615459
561,Arsenal,GCA90,0.19,0.24888888888888885,0.248014336503177
562,Newcastle Utd,GCA90,0.0,0.091,0.15073523513469275
563,Liverpool,GCA90,0.17,0.2542857142857143,0.31218889275870265
564,Wolves,GCA90,0.14,0.25272727272727274,0.30106779665354144
565,Nott'ham Forest,GCA90,0.055,0.152,0.21867276414262884
566,Fulham,GCA90,0.095,0.20875000000000002,0.26340829252593506
567,all,Tkl,8.0,8.722222222222221,6.845583649614981
568,West Ham,Tkl,7.0,7.818181818181818,6.209962670067862
569,Manchester City,Tkl,9.0,8.6,4.9035134795822115
570,Leicester City,Tkl,11.0,10.909090909090908,8.203103625513277
571,Southampton,Tkl,7.0,7.142857142857143,5.186626929045398
572,Brighton,Tkl,10.0,10.866666666666667,8.6178110136314
573,Ipswich Town,Tkl,7.5,7.625,5.5241892316127865
574,Bournemouth,Tkl,7.0,8.88888888888889,8.328331832432658
575,Manchester Utd,Tkl,5.5,7.357142857142857,6.523415137406561
576,Aston Villa,Tkl,8.0,9.357142857142858,5.485745764561696
577,Tottenham,Tkl,4.0,4.181818181818182,3.311138227805714
578,Everton,Tkl,5.0,7.857142857142857,9.118270512704541
579,Chelsea,Tkl,8.0,8.307692307692308,6.156089334751072
580,Crystal Palace,Tkl,5.0,7.444444444444445,6.002314368456369
581,Brentford,Tkl,2.0,6.142857142857143,5.871642911161277
582,Arsenal,Tkl,11.0,11.11111111111111,6.353039517515306
583,Newcastle Utd,Tkl,4.5,8.4,9.777525249264254
584,Liverpool,Tkl,10.0,10.428571428571429,8.541216596737314
585,Wolves,Tkl,11.0,11.090909090909092,7.1896390097771326
586,Nott'ham Forest,Tkl,9.5,13.0,8.51143022320247
587,Fulham,Tkl,8.0,8.125,6.243568119044018
588,all,TklW,4.0,5.032407407407407,4.313727761540946
589,West Ham,TklW,4.0,4.7272727272727275,4.125309905713972
590,Manchester City,TklW,4.5,4.6,2.8751811537130436
591,Leicester City,TklW,4.0,6.636363636363637,6.233341435742586
592,Southampton,TklW,3.5,4.0,3.305007855221667
593,Brighton,TklW,6.0,6.533333333333333,5.139019732354003
594,Ipswich Town,TklW,4.0,4.4375,3.558440669731617
595,Bournemouth,TklW,3.0,3.7777777777777777,4.085883557377087
596,Manchester Utd,TklW,2.5,4.214285714285714,4.610666086179062
597,Aston Villa,TklW,5.0,5.071428571428571,2.84102597162162
598,Tottenham,TklW,2.0,2.272727272727273,1.9540168418367887
599,Everton,TklW,4.0,4.428571428571429,4.540820148282424
600,Chelsea,TklW,5.0,5.538461538461538,4.647855860777537
601,Crystal Palace,TklW,4.0,4.111111111111111,3.5862391318916687
602,Brentford,TklW,2.0,4.285714285714286,3.9036002917941333
603,Arsenal,TklW,6.0,6.444444444444445,4.7987266829626565
604,Newcastle Utd,TklW,3.0,5.3,5.735852159879994
605,Liverpool,TklW,7.0,7.285714285714286,5.407226205560041
606,Wolves,TklW,5.0,5.454545454545454,3.958879547640629
607,Nott'ham Forest,TklW,6.0,7.6,5.796550698475776
608,Fulham,TklW,4.0,4.25,3.453776401067595
609,all,Att_x,7.0,8.76388888888889,7.638019447819658
610,West Ham,Att_x,5.0,7.7272727272727275,6.768912897813196
611,Manchester City,Att_x,6.5,8.5,7.184087354084102
612,Leicester City,Att_x,14.0,12.181818181818182,9.775665520241391
613,Southampton,Att_x,7.5,8.357142857142858,5.271215636427169
614,Brighton,Att_x,11.0,11.6,8.087026647662292
615,Ipswich Town,Att_x,6.5,7.9375,6.874772723516029
616,Bournemouth,Att_x,4.0,9.222222222222221,11.776860551286342
617,Manchester Utd,Att_x,3.5,6.142857142857143,6.7237483005233925
618,Aston Villa,Att_x,6.5,7.857142857142857,5.245615647041204
619,Tottenham,Att_x,3.0,5.181818181818182,5.173358325462906
620,Everton,Att_x,4.0,7.571428571428571,8.141603913585719
621,Chelsea,Att_x,7.0,7.6923076923076925,6.5113313460025894
622,Crystal Palace,Att_x,3.0,6.666666666666667,4.924428900898052
623,Brentford,Att_x,3.0,5.428571428571429,6.106202935189288
624,Arsenal,Att_x,11.0,14.555555555555555,8.472176684759223
625,Newcastle Utd,Att_x,3.0,8.0,10.697871023920808
626,Liverpool,Att_x,8.0,10.0,7.094598884597588
627,Wolves,Att_x,14.0,11.181818181818182,6.70549299929814
628,Nott'ham Forest,Att_x,7.5,12.7,11.860766323378003
629,Fulham,Att_x,5.0,6.625,4.897156609415596
630,all,Lost_x,3.0,4.467592592592593,4.255651863355884
631,West Ham,Lost_x,3.0,4.2727272727272725,3.6902820784029258
632,Manchester City,Lost_x,3.0,4.0,3.6209268304000717
633,Leicester City,Lost_x,6.0,6.2727272727272725,4.981785003207366
634,Southampton,Lost_x,4.0,4.928571428571429,3.8920883402553508
635,Brighton,Lost_x,6.0,6.133333333333334,4.688384837121669
636,Ipswich Town,Lost_x,3.0,4.375,4.425306015783918
637,Bournemouth,Lost_x,4.0,6.111111111111111,6.845517592637617
638,Manchester Utd,Lost_x,1.5,2.7142857142857144,3.429029273459438
639,Aston Villa,Lost_x,4.0,3.642857142857143,1.9057460827371868
640,Tottenham,Lost_x,1.0,2.909090909090909,3.1766191290283903
641,Everton,Lost_x,1.0,3.0,3.5118845842842465
642,Chelsea,Lost_x,2.0,3.6153846153846154,3.617975067595628
643,Crystal Palace,Lost_x,3.0,3.7777777777777777,2.279132388529557
644,Brentford,Lost_x,1.0,2.5714285714285716,3.457221565416506
645,Arsenal,Lost_x,5.0,7.444444444444445,4.503085362035432
646,Newcastle Utd,Lost_x,1.5,3.1,3.665151201974256
647,Liverpool,Lost_x,3.0,3.857142857142857,2.6726124191242437
648,Wolves,Lost_x,5.0,5.181818181818182,3.709937514788674
649,Nott'ham Forest,Lost_x,4.5,7.3,8.327331171776732
650,Fulham,Lost_x,3.0,3.375,2.615202805574687
651,all,Blocks,4.5,5.37962962962963,4.716556869093923
652,West Ham,Blocks,6.0,7.181818181818182,4.37762908017986
653,Manchester City,Blocks,7.5,8.0,4.320493798938574
654,Leicester City,Blocks,6.0,6.636363636363637,4.9854333266573185
655,Southampton,Blocks,3.0,3.5714285714285716,2.8206460175009473
656,Brighton,Blocks,6.0,7.333333333333333,6.320789582985733
657,Ipswich Town,Blocks,4.5,4.1875,3.5255023282741806
658,Bournemouth,Blocks,3.0,5.111111111111111,6.112373606964083
659,Manchester Utd,Blocks,2.0,3.7857142857142856,3.8265986388511073
660,Aston Villa,Blocks,5.0,5.0,3.8230072737812852
661,Tottenham,Blocks,3.0,3.4545454545454546,3.5878583127998893
662,Everton,Blocks,3.0,5.428571428571429,5.912053869204928
663,Chelsea,Blocks,3.0,4.846153846153846,5.5052422569485815
664,Crystal Palace,Blocks,3.0,3.4444444444444446,3.1666666666666665
665,Brentford,Blocks,2.0,3.4285714285714284,4.7559486560567095
666,Arsenal,Blocks,8.0,6.444444444444445,3.908679799852858
667,Newcastle Utd,Blocks,3.5,6.1,7.44535649471087
668,Liverpool,Blocks,5.0,4.571428571428571,2.63673679998231
669,Wolves,Blocks,9.0,8.272727272727273,5.217104735212992
670,Nott'ham Forest,Blocks,5.5,5.8,3.675746333890726
671,Fulham,Blocks,4.0,5.0,4.869731585445518
672,all,Sh,1.0,1.5740740740740742,2.3296020368941694
673,West Ham,Sh,1.0,2.3636363636363638,3.264130122183467
674,Manchester City,Sh,1.5,1.8,1.4757295747452437
675,Leicester City,Sh,1.0,1.4545454545454546,1.507556722888818
676,Southampton,Sh,1.0,1.3571428571428572,1.446860944737466
677,Brighton,Sh,1.0,2.466666666666667,4.050867044167681
678,Ipswich Town,Sh,1.0,1.375,1.6683325008322931
679,Bournemouth,Sh,0.0,0.5555555555555556,1.1303883305208782
680,Manchester Utd,Sh,0.5,0.8571428571428571,1.167320591199077
681,Aston Villa,Sh,0.0,1.0714285714285714,2.017778127403648
682,Tottenham,Sh,0.0,1.2727272727272727,2.370270410350224
683,Everton,Sh,0.0,2.0,2.7688746209726918
684,Chelsea,Sh,1.0,1.5384615384615385,2.5369070609498956
685,Crystal Palace,Sh,0.0,0.4444444444444444,0.7264831572567789
686,Brentford,Sh,1.0,1.4285714285714286,1.618347187425374
687,Arsenal,Sh,1.0,2.3333333333333335,2.8722813232690143
688,Newcastle Utd,Sh,1.0,2.0,2.211083193570267
689,Liverpool,Sh,1.0,2.0,2.516611478423583
690,Wolves,Sh,0.0,2.5454545454545454,4.203894298472225
691,Nott'ham Forest,Sh,1.5,1.8,1.7511900715418263
692,Fulham,Sh,0.5,0.875,1.1259916264596033
693,all,Pass,3.0,3.8055555555555554,3.6636703754779902
694,West Ham,Pass,4.0,4.818181818181818,3.4588489940493736
695,Manchester City,Pass,6.5,6.2,4.5166359162544865
696,Leicester City,Pass,5.0,5.181818181818182,4.094341993976122
697,Southampton,Pass,2.0,2.2142857142857144,2.2592909516916153
698,Brighton,Pass,3.0,4.866666666666666,4.3237990350197935
699,Ipswich Town,Pass,2.0,2.8125,2.8802488318430637
700,Bournemouth,Pass,3.0,4.555555555555555,5.0771820705759385
701,Manchester Utd,Pass,1.5,2.9285714285714284,3.338914741102511
702,Aston Villa,Pass,3.5,3.9285714285714284,2.894671117609197
703,Tottenham,Pass,1.0,2.1818181818181817,2.821991559809555
704,Everton,Pass,2.0,3.4285714285714284,3.9940431835899006
705,Chelsea,Pass,2.0,3.3076923076923075,3.326274577376703
706,Crystal Palace,Pass,2.0,3.0,2.958039891549808
707,Brentford,Pass,0.0,2.0,3.605551275463989
708,Arsenal,Pass,3.0,4.111111111111111,2.6666666666666665
709,Newcastle Utd,Pass,2.0,4.1,5.724217559340898
710,Liverpool,Pass,3.0,2.5714285714285716,1.9023794624226835
711,Wolves,Pass,6.0,5.7272727272727275,3.8753298979805346
712,Nott'ham Forest,Pass,4.0,4.0,2.943920288775949
713,Fulham,Pass,2.5,4.125,4.703721930556695
714,all,Int,2.0,3.5555555555555554,3.7362668430507773
715,West Ham,Int,1.0,3.1818181818181817,3.5445220218862183
716,Manchester City,Int,3.0,3.1,1.5238839267549948
717,Leicester City,Int,3.0,4.0,4.58257569495584
718,Southampton,Int,1.5,2.2857142857142856,2.493948720358985
719,Brighton,Int,4.0,5.2,4.616739727804212
720,Ipswich Town,Int,2.5,3.0625,2.7681221071332818
721,Bournemouth,Int,4.0,3.7777777777777777,3.865804501581067
722,Manchester Utd,Int,2.0,2.7142857142857144,2.198900824313101
723,Aston Villa,Int,1.5,3.2857142857142856,4.427685129319339
724,Tottenham,Int,1.0,1.7272727272727273,2.935673997258861
725,Everton,Int,1.0,4.285714285714286,5.794085654478071
726,Chelsea,Int,3.0,5.3076923076923075,5.991446895152781
727,Crystal Palace,Int,2.0,2.4444444444444446,3.53946009693255
728,Brentford,Int,2.0,2.857142857142857,2.6095064302514777
729,Arsenal,Int,4.0,4.777777777777778,3.7675515184857717
730,Newcastle Utd,Int,2.0,2.6,2.3190036174568114
731,Liverpool,Int,3.0,4.142857142857143,3.4846602621858476
732,Wolves,Int,5.0,4.2727272727272725,3.3493554332411213
733,Nott'ham Forest,Int,3.0,5.6,4.948624949305503
734,Fulham,Int,2.0,2.5,1.927248223318863
735,all,Touches,251.0,280.2175925925926,190.23381907962445
736,West Ham,Touches,296.0,312.54545454545456,206.20783866592637
737,Manchester City,Touches,443.5,463.4,224.37874726056884
738,Leicester City,Touches,255.0,264.3636363636364,165.5694855504919
739,Southampton,Touches,212.5,255.71428571428572,158.88090778045944
740,Brighton,Touches,297.0,329.26666666666665,222.57341218016992
741,Ipswich Town,Touches,255.0,223.0,119.02828795430662
742,Bournemouth,Touches,172.0,236.11111111111111,133.80157364960664
743,Manchester Utd,Touches,164.5,224.35714285714286,200.62732659292496
744,Aston Villa,Touches,265.0,302.7857142857143,215.19514527388984
745,Tottenham,Touches,228.0,268.27272727272725,228.69853121919735
746,Everton,Touches,127.0,160.0,141.59566848365571
747,Chelsea,Touches,272.0,302.6923076923077,206.94902134558995
748,Crystal Palace,Touches,98.0,170.33333333333334,112.14945385511247
749,Brentford,Touches,112.0,177.71428571428572,162.46303608894576
750,Arsenal,Touches,491.0,433.6666666666667,176.69111466058501
751,Newcastle Utd,Touches,181.5,219.0,151.28927405617506
752,Liverpool,Touches,398.0,374.14285714285717,172.5972465707652
753,Wolves,Touches,306.0,331.09090909090907,170.93651134000282
754,Nott'ham Forest,Touches,187.0,278.5,200.3509420991077
755,Fulham,Touches,214.5,254.125,196.24870336241352
756,all,Def Pen,13.0,29.0,48.97146772522538
757,West Ham,Def Pen,9.0,16.636363636363637,17.442893838309782
758,Manchester City,Def Pen,14.0,21.7,17.789197720964136
759,Leicester City,Def Pen,16.0,33.09090909090909,49.7502855176823
760,Southampton,Def Pen,17.0,35.142857142857146,42.42796092356865
761,Brighton,Def Pen,13.0,28.266666666666666,38.50689486807463
762,Ipswich Town,Def Pen,9.5,42.9375,87.25401136910554
763,Bournemouth,Def Pen,15.0,32.111111111111114,45.18972351222246
764,Manchester Utd,Def Pen,8.5,16.142857142857142,16.77386769241481
765,Aston Villa,Def Pen,10.5,21.642857142857142,27.401872880564888
766,Tottenham,Def Pen,8.0,50.54545454545455,70.05192879052457
767,Everton,Def Pen,11.0,20.0,29.40521495698793
768,Chelsea,Def Pen,10.0,29.0,47.486840282335066
769,Crystal Palace,Def Pen,7.0,8.222222222222221,5.562773089426211
770,Brentford,Def Pen,13.0,18.142857142857142,20.08671676696295
771,Arsenal,Def Pen,9.0,19.22222222222222,20.468132412226684
772,Newcastle Utd,Def Pen,17.5,38.5,79.35468900239397
773,Liverpool,Def Pen,24.0,60.57142857142857,101.01131478347223
774,Wolves,Def Pen,22.0,46.72727272727273,70.35352288136097
775,Nott'ham Forest,Def Pen,14.0,24.6,26.1627385586618
776,Fulham,Def Pen,6.5,7.875,7.735585673643962
777,all,Def 3rd,51.5,86.06018518518519,85.31354530236432
778,West Ham,Def 3rd,37.0,79.0,80.54191455385202
779,Manchester City,Def 3rd,83.5,106.3,75.16064277414226
780,Leicester City,Def 3rd,55.0,87.18181818181819,75.07305532855071
781,Southampton,Def 3rd,82.5,95.21428571428571,70.84455200966796
782,Brighton,Def 3rd,66.0,97.0,105.83612669729422
783,Ipswich Town,Def 3rd,44.5,81.5625,92.62466824052147
784,Bournemouth,Def 3rd,70.0,64.66666666666667,46.36809247747853
785,Manchester Utd,Def 3rd,44.0,68.07142857142857,50.20797406130484
786,Aston Villa,Def 3rd,37.0,79.07142857142857,90.00894338958707
787,Tottenham,Def 3rd,28.0,112.45454545454545,139.52373535450062
788,Everton,Def 3rd,39.0,62.857142857142854,82.68298610038337
789,Chelsea,Def 3rd,61.0,98.84615384615384,86.13733816203647
790,Crystal Palace,Def 3rd,39.0,41.666666666666664,30.748983723043597
791,Brentford,Def 3rd,47.0,53.42857142857143,35.80901722032754
792,Arsenal,Def 3rd,74.0,87.33333333333333,70.22463955051674
793,Newcastle Utd,Def 3rd,68.5,84.2,98.34045171974982
794,Liverpool,Def 3rd,136.0,148.85714285714286,124.61464409855498
795,Wolves,Def 3rd,53.0,120.72727272727273,123.2915981801606
796,Nott'ham Forest,Def 3rd,56.5,91.4,78.07147722155356
797,Fulham,Def 3rd,39.0,42.5,33.5090606083958
798,all,Mid 3rd,95.0,120.17592592592592,101.95957509045948
799,West Ham,Mid 3rd,124.0,145.36363636363637,110.90741429433176
800,Manchester City,Mid 3rd,217.0,227.1,138.5163046961139
801,Leicester City,Mid 3rd,108.0,116.0909090909091,102.79051954869628
802,Southampton,Mid 3rd,83.5,104.85714285714286,88.02085167544296
803,Brighton,Mid 3rd,142.0,145.6,113.34322085720748
804,Ipswich Town,Mid 3rd,54.0,81.5625,67.77705486864022
805,Bournemouth,Mid 3rd,72.0,94.55555555555556,80.64445286427194
806,Manchester Utd,Mid 3rd,75.0,92.64285714285714,96.10059404511595
807,Aston Villa,Mid 3rd,109.0,135.92857142857142,103.93523448298448
808,Tottenham,Mid 3rd,68.0,92.0,114.88951214101311
809,Everton,Mid 3rd,47.0,66.57142857142857,58.750481254361205
810,Chelsea,Mid 3rd,128.0,146.46153846153845,120.3090571435469
811,Crystal Palace,Mid 3rd,50.0,83.44444444444444,54.941130110125854
